interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,version
IGF1_IGF1R,IGF,Igf1,Igf1r,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
IGF2_IGF1R,IGF,Igf2,Igf1r,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
IGF2_IGF2R,IGF,Igf2,Igf2r,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
IGF1_ITGAV_ITGB3,IGF,Igf1,Itgav;Itgb3,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
IGF1_ITGA6_ITGB4,IGF,Igf1,Itga6;Itgb4,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
IGF2_ITGAV_ITGB3,IGF,Igf2,Itgav;Itgb3,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
IGF2_ITGA6_ITGB4,IGF,Igf2,Itga6;Itgb4,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
IGFL3_IGFLR1,IGF,Igfl3,Igflr1,,Igfbp1;Igfbp2;Igfbp3;Igfbp4;Igfbp5;Igfbp6,,,Secreted Signaling,CellChatDB v1
INS1_INSSR,INSULIN,Ins1,Insr,Gpc4,,,Ptprf;Enpp1,Secreted Signaling,CellChatDB v1
INS2_INSSR,INSULIN,Ins2,Insr,Gpc4,,,Ptprf;Enpp1,Secreted Signaling,CellChatDB v1
APLN_APLNR,APELIN,Apln,Aplnr,,,,,Secreted Signaling,CellChatDB v1
DHH_PTCH1,HH,Dhh,Ptch1;Smo,,,Boc;Gas1;Lrp2;Cdon,Hhip,Secreted Signaling,CellChatDB v1
IHH_PTCH1,HH,Ihh,Ptch1;Smo,,,Boc;Gas1;Lrp2;Cdon,Hhip,Secreted Signaling,CellChatDB v1
SHH_PTCH1,HH,Shh,Ptch1;Smo,,,Boc;Gas1;Lrp2;Cdon,Hhip,Secreted Signaling,CellChatDB v1
DHH_PTCH2,HH,Dhh,Ptch2;Smo,,,Boc;Gas1;Lrp2;Cdon,Hhip,Secreted Signaling,CellChatDB v1
IHH_PTCH2,HH,Ihh,Ptch2;Smo,,,Boc;Gas1;Lrp2;Cdon,Hhip,Secreted Signaling,CellChatDB v1
SHH_PTCH2,HH,Shh,Ptch2;Smo,,,Boc;Gas1;Lrp2;Cdon,Hhip,Secreted Signaling,CellChatDB v1
CCL5_CCR1,CCL,Ccl5,Ccr1,,,,,Secreted Signaling,CellChatDB v1
CCL3_CCR1,CCL,Ccl3,Ccr1,,,,,Secreted Signaling,CellChatDB v1
CCL8_CCR1,CCL,Ccl8,Ccr1,,,,,Secreted Signaling,CellChatDB v1
CCL9_CCR1,CCL,Ccl9,Ccr1,,,,,Secreted Signaling,CellChatDB v1
CCL6_CCR1,CCL,Ccl6,Ccr1,,,,,Secreted Signaling,CellChatDB v1
CCL7_CCR1,CCL,Ccl7,Ccr1,,,,,Secreted Signaling,CellChatDB v1
CCL5_CCR1L1,CCL,Ccl5,Ccr1l1,,,,,Secreted Signaling,CellChatDB v1
CCL3_CCR1L1,CCL,Ccl3,Ccr1l1,,,,,Secreted Signaling,CellChatDB v1
CCL8_CCR1L1,CCL,Ccl8,Ccr1l1,,,,,Secreted Signaling,CellChatDB v1
CCL9_CCR1L1,CCL,Ccl9,Ccr1l1,,,,,Secreted Signaling,CellChatDB v1
CCL6_CCR1L1,CCL,Ccl6,Ccr1l1,,,,,Secreted Signaling,CellChatDB v1
CCL7_CCR1L1,CCL,Ccl7,Ccr1l1,,,,,Secreted Signaling,CellChatDB v1
CCL8_CCR2,CCL,Ccl8,Ccr2,,,,,Secreted Signaling,CellChatDB v1
CCL6_CCR2,CCL,Ccl6,Ccr2,,,,,Secreted Signaling,CellChatDB v1
CCL7_CCR2,CCL,Ccl7,Ccr2,,,,,Secreted Signaling,CellChatDB v1
CCL2_CCR2,CCL,Ccl2,Ccr2,,,,,Secreted Signaling,CellChatDB v1
CCL12_CCR2,CCL,Ccl12,Ccr2,,,,,Secreted Signaling,CellChatDB v1
CCL27A_CCR2,CCL,Ccl27a,Ccr2,,,,,Secreted Signaling,CellChatDB v1
CCL27B_CCR2,CCL,Ccl27b,Ccr2,,,,,Secreted Signaling,CellChatDB v1
CCL5_CCR3,CCL,Ccl5,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL6_CCR3,CCL,Ccl6,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL7_CCR3,CCL,Ccl7,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL11_CCR3,CCL,Ccl11,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL24_CCR3,CCL,Ccl24,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL26_CCR3,CCL,Ccl26,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL28_CCR3,CCL,Ccl28,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL27A_CCR3,CCL,Ccl27a,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL27B_CCR3,CCL,Ccl27b,Ccr3,,,,,Secreted Signaling,CellChatDB v1
CCL17_CCR4,CCL,Ccl17,Ccr4,,,,,Secreted Signaling,CellChatDB v1
CCL22_CCR4,CCL,Ccl22,Ccr4,,,,,Secreted Signaling,CellChatDB v1
CCL5_CCR4,CCL,Ccl5,Ccr4,,,,,Secreted Signaling,CellChatDB v1
CCL4_CCR5,CCL,Ccl4,Ccr5,,,,,Secreted Signaling,CellChatDB v1
CCL5_CCR5,CCL,Ccl5,Ccr5,,,,,Secreted Signaling,CellChatDB v1
CCL3_CCR5,CCL,Ccl3,Ccr5,,,,,Secreted Signaling,CellChatDB v1
CCL8_CCR5,CCL,Ccl8,Ccr5,,,,,Secreted Signaling,CellChatDB v1
CCL20_CCR6,CCL,Ccl20,Ccr6,,,,,Secreted Signaling,CellChatDB v1
CCL19_CCR7,CCL,Ccl19,Ccr7,,,,,Secreted Signaling,CellChatDB v1
CCL21_CCR7,CCL,Ccl21,Ccr7,,,,,Secreted Signaling,CellChatDB v1
CCL21A_CCR7,CCL,Ccl21a,Ccr7,,,,,Secreted Signaling,CellChatDB v1
CCL21B_CCR7,CCL,Ccl21b,Ccr7,,,,,Secreted Signaling,CellChatDB v1
CCL21D_CCR7,CCL,Ccl21d,Ccr7,,,,,Secreted Signaling,CellChatDB v1
CCL21F_CCR7,CCL,Ccl21f,Ccr7,,,,,Secreted Signaling,CellChatDB v1
CCL21E_CCR7,CCL,Ccl21e,Ccr7,,,,,Secreted Signaling,CellChatDB v1
CCL19_ACKR4,CCL,Ccl19,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL21_ACKR4,CCL,Ccl21,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL21A_ACKR4,CCL,Ccl21a,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL21B_ACKR4,CCL,Ccl21b,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL21D_ACKR4,CCL,Ccl21d,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL21F_ACKR4,CCL,Ccl21f,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL21E_ACKR4,CCL,Ccl21e,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL1_CCR8,CCL,Ccl1,Ccr8,,,,,Secreted Signaling,CellChatDB v1
CCL25_CCR9,CCL,Ccl25,Ccr9,,,,,Secreted Signaling,CellChatDB v1
CCL25_ACKR4,CCL,Ccl25,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL28_CCR10,CCL,Ccl28,Ccr10,,,,,Secreted Signaling,CellChatDB v1
CCL27A_CCR10,CCL,Ccl27a,Ccr10,,,,,Secreted Signaling,CellChatDB v1
CCL27B_CCR10,CCL,Ccl27b,Ccr10,,,,,Secreted Signaling,CellChatDB v1
CCL1_ACKR4,CCL,Ccl1,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL8_ACKR4,CCL,Ccl8,Ackr4,,,,,Secreted Signaling,CellChatDB v1
CCL1_ACKR1,CCL,Ccl1,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CCL2_ACKR1,CCL,Ccl2,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CCL2_ACKR2,CCL,Ccl2,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL3_ACKR2,CCL,Ccl3,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL4_ACKR2,CCL,Ccl4,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL5_ACKR1,CCL,Ccl5,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CCL5_ACKR2,CCL,Ccl5,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL7_ACKR1,CCL,Ccl7,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CCL8_ACKR1,CCL,Ccl8,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CCL11_ACKR1,CCL,Ccl11,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CCL11_ACKR2,CCL,Ccl11,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL22_ACKR2,CCL,Ccl22,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL24_ACKR2,CCL,Ccl24,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL26_ACKR2,CCL,Ccl26,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CCL17_ACKR1,CCL,Ccl17,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CCL17_ACKR2,CCL,Ccl17,Ackr2,,,,,Secreted Signaling,CellChatDB v1
CXCL1_CXCR1,CXCL,Cxcl1,Cxcr1,,,,,Secreted Signaling,CellChatDB v1
CXCL5_CXCR1,CXCL,Cxcl5,Cxcr1,,,,,Secreted Signaling,CellChatDB v1
CXCL2_CXCR1,CXCL,Cxcl2,Cxcr1,,,,,Secreted Signaling,CellChatDB v1
CXCL3_CXCR1,CXCL,Cxcl3,Cxcr1,,,,,Secreted Signaling,CellChatDB v1
CXCL1_CXCR2,CXCL,Cxcl1,Cxcr2,,,,,Secreted Signaling,CellChatDB v1
CXCL5_CXCR2,CXCL,Cxcl5,Cxcr2,,,,,Secreted Signaling,CellChatDB v1
CXCL2_CXCR2,CXCL,Cxcl2,Cxcr2,,,,,Secreted Signaling,CellChatDB v1
CXCL3_CXCR2,CXCL,Cxcl3,Cxcr2,,,,,Secreted Signaling,CellChatDB v1
PPBP_CXCR2,CXCL,Ppbp,Cxcr2,,,,,Secreted Signaling,CellChatDB v1
CXCL4_CXCR3,CXCL,Pf4,Cxcr3,,,,,Secreted Signaling,CellChatDB v1
CXCL9_CXCR3,CXCL,Cxcl9,Cxcr3,,,,,Secreted Signaling,CellChatDB v1
CXCL10_CXCR3,CXCL,Cxcl10,Cxcr3,,,,,Secreted Signaling,CellChatDB v1
CXCL11_CXCR3,CXCL,Cxcl11,Cxcr3,,,,,Secreted Signaling,CellChatDB v1
CXCL13_CXCR3,CXCL,Cxcl13,Cxcr3,,,,,Secreted Signaling,CellChatDB v1
CXCL12_CXCR4,CXCL,Cxcl12,Cxcr4,,,,,Secreted Signaling,CellChatDB v1
CXCL12_ACKR3,CXCL,Cxcl12,Ackr3,,,,,Secreted Signaling,CellChatDB v1
CXCL13_CXCR5,CXCL,Cxcl13,Cxcr5,,,,,Secreted Signaling,CellChatDB v1
CXCL16_CXCR6,CXCL,Cxcl16,Cxcr6,,,,,Secreted Signaling,CellChatDB v1
CXCL1_ACKR1,CXCL,Cxcl1,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CXCL2_ACKR1,CXCL,Cxcl2,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CXCL3_ACKR1,CXCL,Cxcl3,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CXCL5_ACKR1,CXCL,Cxcl5,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CXCL9_ACKR1,CXCL,Cxcl9,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CXCL10_ACKR1,CXCL,Cxcl10,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CXCL11_ACKR1,CXCL,Cxcl11,Ackr1,,,,,Secreted Signaling,CellChatDB v1
CXCL11_ACKR3,CXCL,Cxcl11,Ackr3,,,,,Secreted Signaling,CellChatDB v1
CXCL13_ACKR1,CXCL,Cxcl13,Ackr1,,,,,Secreted Signaling,CellChatDB v1
MIF_CD74_CXCR4,MIF,Mif,Cd74;Cxcr4,,,,,Secreted Signaling,CellChatDB v1
MIF_CD74_CD44,MIF,Mif,Cd74;Cd44,,,,,Secreted Signaling,CellChatDB v1
MIF_CD74_CXCR2,MIF,Mif,Cd74;Cxcr2,,,,,Secreted Signaling,CellChatDB v1
MIF_ACKR3,MIF,Mif,Ackr3,,,,,Secreted Signaling,CellChatDB v1
CX3CL1_CX3CR1,CX3C,Cx3cl1,Cx3cr1,,,,,Secreted Signaling,CellChatDB v1
XCL1_XCR1,XCR,Xcl1,Xcr1,,,,,Secreted Signaling,CellChatDB v1
IL2_IL2RA_IL2RB,IL2,Il2,Il2ra;Il2rb;Il2rg,,,,,Secreted Signaling,CellChatDB v1
IL2_IL2RB_IL2RG,IL2,Il2,Il2rb;Il2rg,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R_IL2RG,IL2,Il4,Il4ra;Il2rg,,,,,Secreted Signaling,CellChatDB v1
IL7_IL7R_IL2RG,IL2,Il7,Il7r;Il2rg,,,,,Secreted Signaling,CellChatDB v1
IL9_IL9R_IL2RG,IL2,Il9,Il9r;Il2rg,,,,,Secreted Signaling,CellChatDB v1
IL15_IL15RA_IL2RB,IL2,Il15,Il15ra;Il2rb;Il2rg,,,,,Secreted Signaling,CellChatDB v1
IL21_IL21R_IL2RG,IL2,Il21,Il21r;Il2rg,,,,,Secreted Signaling,CellChatDB v1
TSLP_IL7R_CRLF2,IL2,Tslp,Il7r;Crlf2,,,,,Secreted Signaling,CellChatDB v1
IL3_IL3RA_CSF2RB,IL4,Il3,Il3ra;Csf2rb,,,,,Secreted Signaling,CellChatDB v1
IL5_IL5RA_CSF2RB,IL4,Il5,Il5ra;Csf2rb,,,,,Secreted Signaling,CellChatDB v1
CSF2_CSF2RA_CSF2RB,IL4,Csf2,Csf2ra;Csf2rb,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R,IL4,Il4,Il4ra,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R_IL13RA1,IL4,Il4,Il4ra;Il13ra1,,,,,Secreted Signaling,CellChatDB v1
IL4_IL4R_IL13RA2,IL4,Il4,Il4ra;Il13ra2,,,,,Secreted Signaling,CellChatDB v1
IL13_IL4R_IL13RA1,IL4,Il13,Il4ra;Il13ra1,,,,,Secreted Signaling,CellChatDB v1
IL13_IL4R_IL13RA2,IL4,Il13,Il4ra;Il13ra2,,,,,Secreted Signaling,CellChatDB v1
IL13_IL13RA1,IL4,Il13,Il13ra1,,,,,Secreted Signaling,CellChatDB v1
IL13_IL13RA2,IL4,Il13,Il13ra2,,,,,Secreted Signaling,CellChatDB v1
IL6_IL6R_IL6ST,IL6,Il6,Il6ra;Il6st,,,,,Secreted Signaling,CellChatDB v1
IL11_IL11RA1_IL6ST,IL6,Il11,Il11ra1;Il6st,,,,,Secreted Signaling,CellChatDB v1
IL11_IL11RA2_IL6ST,IL6,Il11,Il11ra2;Il6st,,,,,Secreted Signaling,CellChatDB v1
IL12B_IL12RB1_IL12RB2,IL12,Il12a;Il12b,Il12rb1;Il12rb2,,,,,Secreted Signaling,CellChatDB v1
IL23A_IL23R_IL12RB1,IL12,Il12b;Il23a,Il23r;Il12rb1,,,,,Secreted Signaling,CellChatDB v1
EBI3_IL27RA_IL6ST,IL12,Il27;Ebi3,Il27ra;Il6st,,,,,Secreted Signaling,CellChatDB v1
IL31_IL31RA_OSMR,IL6,Il31,Il31ra;Osmr,,,,,Secreted Signaling,CellChatDB v1
CNTF_CNTFR_LIFR,LIFR,Cntf,Cntfr;Lifr;Il6st,,,,,Secreted Signaling,CellChatDB v1
CLCF1_CNTFR_LIFR,LIFR,Clcf1,Cntfr;Lifr;Il6st,,,,,Secreted Signaling,CellChatDB v1
CTF1_LIFR_IL6ST,LIFR,Ctf1,Lifr;Il6st,,,,,Secreted Signaling,CellChatDB v1
LIF_LIFR_IL6ST,LIFR,Lif,Lifr;Il6st,,,,,Secreted Signaling,CellChatDB v1
OSM_LIFR_IL6ST,OSM,Osm,Lifr;Il6st,,,,,Secreted Signaling,CellChatDB v1
OSM_OSMR_IL6ST,OSM,Osm,Osmr;Il6st,,,,,Secreted Signaling,CellChatDB v1
IL10_IL10RA_IL10RB,IL10,Il10,Il10ra;Il10rb,,,,,Secreted Signaling,CellChatDB v1
IL19_IL20RA_IL20RB,IL10,Il19,Il20ra;Il20rb,,,,,Secreted Signaling,CellChatDB v1
IL20_IL20RA_IL20RB,IL10,Il20,Il20ra;Il20rb,,,,,Secreted Signaling,CellChatDB v1
IL24_IL20RA_IL20RB,IL10,Il24,Il20ra;Il20rb,,,,,Secreted Signaling,CellChatDB v1
IL20_IL22RA1_IL20RB,IL10,Il20,Il22ra1;Il20rb,,,,,Secreted Signaling,CellChatDB v1
IL24_IL22RA1_IL20RB,IL10,Il24,Il22ra1;Il20rb,,,,,Secreted Signaling,CellChatDB v1
IL22_IL22RA1_IL10RB,IL10,Il22,Il22ra1;Il10rb,,,,,Secreted Signaling,CellChatDB v1
IL1A_IL1R1_IL1RAP,IL1,Il1a,Il1r1;Il1rap,,Il1rn,,Il1r2,Secreted Signaling,CellChatDB v1
IL1B_IL1R1_IL1RAP,IL1,Il1b,Il1r1;Il1rap,,Il1rn,,Il1r2,Secreted Signaling,CellChatDB v1
IL36A_IL1RL2_IL1RAP,IL1,Il36a,Il1rl2;Il1rap,,Il36rn,,,Secreted Signaling,CellChatDB v1
IL36B_IL1RL2_IL1RAP,IL1,Il36b,Il1rl2;Il1rap,,Il36rn,,,Secreted Signaling,CellChatDB v1
IL36G_IL1RL2_IL1RAP,IL1,Il36g,Il1rl2;Il1rap,,Il36rn,,,Secreted Signaling,CellChatDB v1
IL1F10_IL1RL2_IL1RAP,IL1,Il1f10,Il1rl2;Il1rap,,,,,Secreted Signaling,CellChatDB v1
IL18_IL18R1_IL18RAP,IL1,Il18,Il18r1;Il18rap,,,,,Secreted Signaling,CellChatDB v1
IL33_IL1RL1_IL1RAP,IL1,Il33,Il1rl1;Il1rap,,,,,Secreted Signaling,CellChatDB v1
IL17A_IL17RA_IL17RC,IL17,Il17a,Il17ra;Il17rc,,,,,Secreted Signaling,CellChatDB v1
IL17F_IL17RA_IL17RC,IL17,Il17f,Il17ra;Il17rc,,,,,Secreted Signaling,CellChatDB v1
IL17AF_IL17RA_IL17RC,IL17,Il17a;Il17f,Il17ra;Il17rc,,,,,Secreted Signaling,CellChatDB v1
IL17B_IL17RB,IL17,Il17b,Il17rb,,,,,Secreted Signaling,CellChatDB v1
IL17C_IL17RA_IL17RE,IL17,Il17c,Il17ra;Il17re,,,,,Secreted Signaling,CellChatDB v1
IL25_IL17RA_IL17RB,IL17,Il25,Il17ra;Il17rb,,,,,Secreted Signaling,CellChatDB v1
IL34_CSF1R,CSF,Il34,Csf1r,,,,,Secreted Signaling,CellChatDB v1
CSF1_CSF1R,CSF,Csf1,Csf1r,,,,,Secreted Signaling,CellChatDB v1
IL16_CD4,IL16,Il16,Cd4,,,,,Secreted Signaling,CellChatDB v1
EPO_EPOR,EPO,Epo,Epor,,,,,Secreted Signaling,CellChatDB v1
GH1_GHR,GH,Gh,Ghr,,,,,Secreted Signaling,CellChatDB v1
PRL_PRLR,PRL,Prl,Prlr,,,,,Secreted Signaling,CellChatDB v1
THPO_MPL,THPO,Thpo,Mpl,,,,,Secreted Signaling,CellChatDB v1
CSF3_CSF3R,CSF3,Csf3,Csf3r,,,,,Secreted Signaling,CellChatDB v1
IFNB1_IFNAR1_IFNAR2,IFN-I,Ifnb1,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNK_IFNAR1_IFNAR2,IFN-I,Ifnk,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNE_IFNAR1_IFNAR2,IFN-I,Ifne,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA11_IFNAR1_IFNAR2,IFN-I,Ifna11,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA1_IFNAR1_IFNAR2,IFN-I,Ifna1,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA2_IFNAR1_IFNAR2,IFN-I,Ifna2,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA4_IFNAR1_IFNAR2,IFN-I,Ifna4,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA5_IFNAR1_IFNAR2,IFN-I,Ifna5,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA6_IFNAR1_IFNAR2,IFN-I,Ifna6,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA7_IFNAR1_IFNAR2,IFN-I,Ifna7,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA9_IFNAR1_IFNAR2,IFN-I,Ifna9,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNAB_IFNAR1_IFNAR2,IFN-I,Ifnab,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA12_IFNAR1_IFNAR2,IFN-I,Ifna12,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA13_IFNAR1_IFNAR2,IFN-I,Ifna13,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA14_IFNAR1_IFNAR2,IFN-I,Ifna14,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNA15_IFNAR1_IFNAR2,IFN-I,Ifna15,Ifnar1;Ifnar2,,,,,Secreted Signaling,CellChatDB v1
IFNG_IFNGR1_IFNGR2,IFN-II,Ifng,Ifngr1;Ifngr2,,,,,Secreted Signaling,CellChatDB v1
IFNL2_IFNLR1_IL10RB,IFN-lII,Ifnl2,Ifnlr1;Il10rb,,,,,Secreted Signaling,CellChatDB v1
IFNL3_IFNLR1_IL10RB,IFN-lII,Ifnl3,Ifnlr1;Il10rb,,,,,Secreted Signaling,CellChatDB v1
TNF_TNFRSF1A,TNF,Tnf,Tnfrsf1a,,,,,Secreted Signaling,CellChatDB v1
TNF_TNFRSF1B,TNF,Tnf,Tnfrsf1b,,,,,Secreted Signaling,CellChatDB v1
LTA_TNFRSF1A,LT,Lta,Tnfrsf1a,,,,,Secreted Signaling,CellChatDB v1
LTA_TNFRSF1B,LT,Lta,Tnfrsf1b,,,,,Secreted Signaling,CellChatDB v1
LTA_TNFRSF14,LT,Lta,Tnfrsf14,,,,,Secreted Signaling,CellChatDB v1
LTA_LTB_LTBR,LT,Lta;Ltb,Ltbr,,,,,Secreted Signaling,CellChatDB v1
TNFSF14_LTBR,LIGHT,Tnfsf14,Ltbr,,,,,Secreted Signaling,CellChatDB v1
TNFSF14_TNFRSF14,LIGHT,Tnfsf14,Tnfrsf14,,,,,Secreted Signaling,CellChatDB v1
FASL_FAS,FASLG,Fasl,Fas,,,,,Secreted Signaling,CellChatDB v1
TNFSF15_TNFRSF25,VEGI,Tnfsf15,Tnfrsf25,,,,,Secreted Signaling,CellChatDB v1
TNFSF10_TNFRSF10B,TRAIL,Tnfsf10,Tnfrsf10b,,,,,Secreted Signaling,CellChatDB v1
EDA_EDAR,EDA,Eda,Edar,,,,,Secreted Signaling,CellChatDB v1
EDA_EDA2R,EDA,Eda,Eda2r,,,,,Secreted Signaling,CellChatDB v1
NGF_NGFR,NGF,Ngf,Ngfr,,,,,Secreted Signaling,CellChatDB v1
KLK1B4_NGFR,NGF,Klk1b4,Ngfr,,,,,Secreted Signaling,CellChatDB v1
TNFSF11_TNFRSF11A,RANKL,Tnfsf11,Tnfrsf11a,,,,,Secreted Signaling,CellChatDB v1
TNFSF11_TNFRSF11B,RANKL,Tnfsf11,Tnfrsf11b,,,,,Secreted Signaling,CellChatDB v1
TNFSF12_TNFRSF12A,TWEAK,Tnfsf12,Tnfrsf12a,,,,,Secreted Signaling,CellChatDB v1
CD70_CD27,CD70,Cd70,Cd27,,,,,Secreted Signaling,CellChatDB v1
TNFSF8_TNFRSF8,CD30,Tnfsf8,Tnfrsf8,,,,,Secreted Signaling,CellChatDB v1
TNFSF9_TNFRSF9,CD137,Tnfsf9,Tnfrsf9,,,,,Secreted Signaling,CellChatDB v1
TNFSF4_TNFRSF4,OX40,Tnfsf4,Tnfrsf4,,,,,Secreted Signaling,CellChatDB v1
TNFSF18_TNFRSF18,GITRL,Tnfsf18,Tnfrsf18,,,,,Secreted Signaling,CellChatDB v1
TNFSF13_TNFRSF17,APRIL,Tnfsf13,Tnfrsf17,,,,,Secreted Signaling,CellChatDB v1
TNFSF13_TNFRSF13B,APRIL,Tnfsf13,Tnfrsf13b,,,,,Secreted Signaling,CellChatDB v1
TNFSF13B_TNFRSF17,BAFF,Tnfsf13b,Tnfrsf17,,,,,Secreted Signaling,CellChatDB v1
TNFSF13B_TNFRSF13B,BAFF,Tnfsf13b,Tnfrsf13b,,,,,Secreted Signaling,CellChatDB v1
TNFSF13B_TNFRSF13C,BAFF,Tnfsf13b,Tnfrsf13c,,,,,Secreted Signaling,CellChatDB v1
CD40LG_ITGA2B_ITGB3,CD40,Cd40lg,Itga2b;Itgb3,,,,,Secreted Signaling,CellChatDB v1
CD40LG_ITGA5_ITGB1,CD40,Cd40lg,Itga5;Itgb1,,,,,Secreted Signaling,CellChatDB v1
CD40LG_ITGAM_ITGB2,CD40,Cd40lg,Itgam;Itgb2,,,,,Secreted Signaling,CellChatDB v1
SPP1_CD44,SPP1,Spp1,Cd44,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGAV_ITGB3,SPP1,Spp1,Itgav;Itgb3,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGAV_ITGB1,SPP1,Spp1,Itgav;Itgb1,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGAV_ITGB5,SPP1,Spp1,Itgav;Itgb5,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGAV_ITGB6,SPP1,Spp1,Itgav;Itgb6,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGA4_ITGB1,SPP1,Spp1,Itga4;Itgb1,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGA9_ITGB1,SPP1,Spp1,Itga9;Itgb1,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGA8_ITGB1,SPP1,Spp1,Itga8;Itgb1,,,,,Secreted Signaling,CellChatDB v1
SPP1_ITGA5_ITGB1,SPP1,Spp1,Itga5;Itgb1,,,,,Secreted Signaling,CellChatDB v1
ADIPOQ_ADIPOR1,ADIPONECTIN,Adipoq,Adipor1,,,,,Secreted Signaling,CellChatDB v1
ADIPOQ_ADIPOR2,ADIPONECTIN,Adipoq,Adipor2,,,,,Secreted Signaling,CellChatDB v1
RETN_TLR4,RESISTIN,Retn,Tlr4,,,,,Secreted Signaling,CellChatDB v1
